"TN","TP","DO","TURB","COND","VEL","SS","WDP","CHLcal","SECCHI"
NA,NA,9.9,24,715,0.07,31.6,1.2,63.59586,37
4.829,0.121,8,15,797,0.15,18,1.8,35.64871,48
NA,NA,6.7,14,729,0.1,17.3,1.6,37.70197,32
3.409,0.171,8.7,29,710,0.08,30.9,1.6,63.02551,35
NA,NA,8.3,17,784,0.01,20.3,1.9,44.20396,47
4.791,0.143,7.5,17,767,0.07,21,2.2,36.67534,50
5.072,0.154,8.4,14,786,0.16,16.9,3.3,33.13917,47
NA,NA,9.8,13,856,0.02,16,2.1,34.39394,53
5.442,0.164,9,27,782,0.15,30.5,1.9,32.79696,36
5.486,0.21,8.8,27,774,0.11,30.3,2,30.85777,36
NA,NA,10.1,20,775,0.05,23.3,2,41.46628,36
NA,NA,9.2,19,783,0.05,23,1.9,34.39394,36
NA,NA,10.2,17,781,0.02,22,2,47.8542,36
5.086,0.166,10.4,17,789,0.05,22.2,2,38.27232,36
5.172,0.173,10.9,15,770,0.02,20.6,2,42.60698,38
NA,NA,11,20,781,0.02,23.5,2,44.66024,36
4.856,0.168,11,17,780,0.02,22.1,1.9,31.08591,44
NA,NA,11,15,778,0.05,22.1,2,39.8693,40
5.086,0.157,10.1,19,786,0.02,19.7,1.9,35.3065,42
NA,NA,10.4,15,787,0.02,17.8,2,41.80849,45
NA,NA,9.3,15,812,0.02,18.5,1.9,25.72462,44
NA,NA,10.4,14,820,0.01,16.9,1.8,31.08591,42
5.124,0.168,10.3,14,820,0.02,18.1,2.2,34.50801,46
NA,NA,10.8,15,788,0.03,18,1.9,36.33313,47
NA,NA,15.3,11,755,0.06,16.4,2.3,52.75921,66
NA,NA,15.4,11,755,0.02,19.5,2.3,56.52352,67
3.966,0.192,15.3,12,756,0.01,18.3,2.3,55.38282,70
NA,NA,16,11,757,0.01,17.6,2.4,51.61851,66
NA,NA,16.4,11,755,0.01,17.6,2.3,60.63004,66
4.493,0.158,16,11,756,0.01,18.8,2.4,64.9647,66
4.338,0.125,17,11,754,0.01,17.5,2.3,74.20437,65
NA,NA,15.8,11,760,0.01,21.1,2.4,78.99531,64
NA,NA,16.4,13,759,0.01,21.3,2.3,75.80135,64
4.902,0.148,16.7,16,760,0.01,21.5,2.3,83.78625,66
NA,NA,8.6,54,777,NA,63.1,4.8,16.02867,24
7.527,0.255,8.9,69,782,NA,94.1,8.1,19.45077,24
NA,NA,8.6,59,779,NA,81.6,7.2,18.88042,30
7.206,0.25,8.7,61,782,NA,76.8,9,16.37088,30
NA,NA,8.9,53,778,NA,67.4,6,20.36333,31
9.28,0.284,16.8,43,686,NA,67.7,3.2,25.95276,26
NA,NA,9,46,687,NA,75,3.4,30.85777,27
NA,NA,9.2,49,685,NA,77.4,2.7,22.18845,26
NA,NA,9.2,43,779,NA,60.3,5.2,18.53821,30
NA,NA,9.1,36,779,NA,48.6,2.7,19.10856,31
7.544,0.251,8.5,52,760,NA,63.5,4.5,11.12366,24
NA,NA,8.6,41,762,NA,57.2,7.9,16.14274,27
7.295,0.232,8.7,41,770,1.13,54.6,7.2,13.74727,32
NA,NA,8.6,52,745,NA,73.8,7.1,17.28344,26
NA,NA,8.4,39,734,NA,58.1,3.4,21.04775,31
NA,NA,9,20,715,0.16,24.5,3.9,27.20753,36
NA,NA,9.4,18,709,0.04,19.7,1.9,26.86532,40
7.198,0.263,8.6,17,707,0.01,17.2,1.8,27.43567,43
NA,NA,8.9,49,717,0.35,74.5,2.7,18.99449,30
NA,NA,8.9,44,717,0.35,66.5,2.4,22.64473,26
NA,NA,9.5,26,748,0.61,34.3,4.9,27.3216,40
6.505,0.21,9.2,25,749,0.57,34.3,5.3,23.10101,45
6.315,0.191,9.9,27,746,0.44,35.9,3.7,33.70952,41
5.656,0.178,11.4,21,753,0.46,24.2,4.9,36.56127,44
NA,NA,11.8,18,754,0.29,25.6,5,62.79737,41
NA,NA,9.7,31,745,NA,41.2,4.2,27.54974,32
NA,NA,9,31,740,NA,42.8,4.8,19.22263,31
NA,NA,8.8,28,739,NA,37.1,7.3,17.62565,36
NA,NA,8.5,32,735,NA,44.3,7,21.96031,35
NA,NA,8.5,34,734,NA,38,6.7,19.22263,40
6.914,0.221,8.8,34,737,NA,43.3,7.4,23.10101,39
NA,NA,9,5,740,0.61,8.6,5.6,48.53862,40
NA,NA,9,26,741,0.65,36.3,5.1,27.66381,40
7.287,0.232,8,26,709,NA,29.7,5,27.77788,41
7.126,0.26,8,26,712,NA,30.7,6.1,25.72462,41
NA,NA,8.7,17,733,NA,20.3,3.4,52.53107,45
NA,NA,7.8,24,703,NA,27.8,4.5,21.38996,40
7.846,0.256,8.2,30,702,NA,36.3,5.9,24.81206,41
7.515,0.254,8,27,699,NA,29.2,5.9,26.29497,41
NA,NA,7.9,27,699,NA,31.1,4.7,27.20753,40
7.663,0.229,7.8,29,700,0.44,34.3,4.2,26.63718,41
NA,NA,8,30,700,0.51,33,5.2,25.26834,41
7.957,0.201,8.2,24,699,NA,28.3,4.4,21.27589,41
NA,NA,7.9,30,700,0.5,24.7,4.7,24.58392,40
NA,NA,7.9,27,699,0.5,26.1,4.7,23.44322,41
NA,NA,8.2,28,697,NA,34.1,6.8,21.38996,38
NA,NA,8.1,13,733,NA,12.4,7.7,31.08591,58
7.795,0.261,8.2,30,696,NA,34.3,5,22.41659,38
NA,NA,8.2,32,700,NA,35.5,7.7,24.92613,38
NA,NA,7.3,31,702,NA,42.6,4.3,16.82716,38
NA,NA,9.1,14,723,0.02,18.2,3,53.78584,52
NA,NA,8.7,13,720,0.02,17.6,3.3,45.00245,52
NA,NA,8.9,12,720,0.02,16.1,3.6,43.63361,52
NA,NA,9,13,723,0.02,16.9,2.9,48.19641,52
NA,NA,6.5,14,713,0.02,15.7,2.2,16.02867,57
NA,NA,7.9,12,724,0.02,14.3,3,30.85777,55
4.637,0.185,5.9,8,737,0.02,8,2.1,19.22263,55
NA,NA,7.7,12,728,0.02,13.2,3.3,30.7437,55
5.359,0.162,8.6,12,723,0.02,14.4,3.7,43.17733,55
7.057,0.242,7.2,24,703,NA,25.3,7.1,18.99449,41
NA,NA,7.3,29,699,NA,36.4,6.3,16.02867,42
NA,NA,6.5,39,663,NA,42.3,3.8,34.16316,25
3.462,0.524,7.2,31,665,NA,31.3,4.5,34.83498,25
NA,NA,7.2,60,659,0.3,68.6,3.8,36.73847,25
3.475,0.548,6.5,45,665,0.56,49.6,3.5,36.96241,25
3.448,0.529,6.7,39,667,0.45,44.4,3.4,37.41029,25
NA,NA,8.4,56,649,0.29,61.6,2,40.54545,22
NA,NA,6.5,43,668,NA,47.9,4.8,39.42575,32
NA,NA,20,51,541,0.06,50.4,1.5,76.26388,21
NA,NA,17.3,37,567,0.06,39.6,1.4,70.88932,26
NA,NA,16.7,36,576,0.04,36.7,1.2,73.80054,25
NA,NA,6.5,73,668,NA,89.9,4,40.76939,21
3.452,0.532,7.2,50,670,NA,46,3,39.87363,21
NA,NA,7.1,64,667,NA,86.5,4,43.79258,25
NA,NA,5.8,57,662,0.4,69.4,3,30.91603,24
NA,NA,5.8,52,667,0.5,67,3,31.25194,24
NA,NA,5.8,48,668,0.39,61.5,3,32.1477,24
3.499,0.529,6.1,42,668,0.34,47.2,4.2,34.94695,24
3.567,0.547,6.3,48,669,0.34,51.6,4.2,36.40256,24
NA,NA,6.5,66,666,0.32,74.1,2,33.71528,23
3.511,0.564,5.8,44,669,NA,54.4,4,28.90057,24
NA,NA,5.8,73,670,NA,86.4,3.8,31.69982,25
NA,NA,6.3,56,659,NA,67.3,4,32.03573,22
3.484,0.514,6.2,39,670,NA,50.1,3.4,30.58012,19
NA,NA,6.2,39,670,NA,47.2,5,32.81952,23
NA,NA,14,52,720,0.01,55.2,0.5,77.27161,20
2.005,0.494,15.6,42,720,0.01,48.1,0.45,86.56512,18
1.891,0.43,16.1,39,720,0.01,45.1,0.45,93.84317,22
NA,NA,12.2,61,720,0.01,51,0.5,62.49157,20
NA,NA,13.8,49,715,0.01,48.7,0.5,74.47236,20
NA,NA,12.2,53,712,0.01,51.5,0.45,72.90478,19
NA,NA,11.8,64,705,0.01,61.1,0.44,74.92024,19
NA,NA,13.9,45,710,0.01,47.2,0.58,54.31776,20
NA,NA,19.5,59,726,0.01,51.1,0.36,145.12543,15
NA,NA,6.7,48,665,0.37,52.3,3,40.20954,25
NA,NA,7,48,663,0.41,46.8,3.5,39.9856,23
NA,NA,6.8,40,666,0.33,47.2,3.5,39.53772,23
NA,NA,6.7,50,667,0.25,51.5,3,32.25967,22
NA,NA,6.7,33,669,NA,37.3,2.4,34.49907,27
3.532,0.548,5.2,62,720,NA,57.6,4.5,25.31753,21
NA,NA,5.1,62,719,NA,53.7,4.5,26.99708,21
NA,NA,5,45,721,NA,38.5,4.5,26.77314,22
3.44,0.545,5,44,722,NA,39.2,5.2,25.98935,21
NA,NA,5,45,721,NA,42.4,4.5,27.78087,20
NA,NA,5.1,65,720,0.3,66.5,2,28.7886,19
NA,NA,5.2,34,720,NA,32.9,6,23.74995,24
NA,NA,6.7,60,720,NA,55.6,2.5,38.30605,18
3.475,0.519,5.3,56,720,NA,51.4,4,26.88511,21
NA,NA,10.4,51,782,NA,110.1,0.5,86.56512,15
NA,NA,4.6,51,720,NA,48.1,2.3,27.33299,20
NA,NA,6.5,62,708,NA,65.4,0.13,95.18681,13
3.062,1.36,8.8,77,711,NA,76.2,0.13,98.32197,13
2.932,1.535,8.6,87,710,NA,80.2,0.14,106.94366,14
NA,NA,9.6,95,708,NA,81.5,0.16,83.09405,16
NA,NA,8.8,88,721,NA,83.4,0.15,102.80077,15
NA,NA,9.5,95,704,NA,87.2,0.16,112.65413,16
NA,NA,9.3,85,709,NA,86.3,0.16,98.09803,16
NA,NA,8.3,97,741,NA,84.4,0.16,102.12895,16
4.629,2.122,10.9,95,676,NA,98.7,0.15,153.63515,15
NA,NA,9.2,90,684,NA,96.8,0.16,137.06359,16
4.205,1.682,8.9,130,696,NA,130,0.13,118.25263,13
NA,NA,11.2,95,699,NA,96,0.15,116.34914,15
3.801,1.46,13,95,692,NA,88.4,0.15,104.36835,15
NA,NA,7.4,95,675,NA,91.8,0.13,65.17885,13
NA,NA,15.7,90,687,NA,74.1,0.15,106.60775,15
3.591,1.057,10.7,90,677,NA,70.3,0.2,88.46861,20
3.295,0.515,4.8,41,726,NA,30.9,3,29.12451,24
NA,NA,5,29,723,NA,28.2,5.2,25.09359,23
NA,NA,4.8,28,727,NA,27.2,8,25.65344,27
NA,NA,11.3,59,705,0.02,57.2,0.4,94.73893,13
NA,NA,14.2,125,700,0.02,127.3,0.25,93.7312,13
NA,NA,10.1,40,715,0.03,39.5,1.2,79.39904,17
NA,NA,8.1,55,719,0.02,51,1.3,69.99356,17
2.182,0.483,12.8,39,704,0.03,27.8,2.3,92.49953,17
NA,NA,7.8,48,729,0.02,42.2,1.1,54.87761,15
2.26,0.887,8,65,428,0.01,65.7,0.85,106.49578,15
2.157,0.72,5.1,99,436,0.01,101.4,1.1,153.0753,13
NA,NA,5.8,85,436,0.01,75,1,139.75087,15
NA,NA,4.4,NA,436,0.01,NA,1.5,NA,15
NA,NA,9,83,426,0.01,73.7,1.3,146.13316,16
1.941,0.571,7.6,80,435,0.01,73.6,0.47,151.61969,15
NA,NA,6.9,85,433,0.01,102.6,0.47,128.32993,11
1.968,0.795,6.9,95,436,0.01,84,0.7,138.96708,15
2.233,0.732,12.6,92,425,0.01,92.4,0.4,167.18352,12
NA,NA,13.1,73,427,0.01,70.1,0.48,131.91297,19
2.153,0.679,17,80,418,0.02,87,0.71,158.33789,17
1.776,0.593,15.7,85,421,0.01,97.6,1,128.66584,18
2.837,0.622,6.8,57,762,NA,56.5,1.5,44.68834,14
NA,NA,7.4,65,760,NA,57.3,2,45.02425,14
NA,NA,7.4,59,760,NA,53.6,3,NA,14
NA,NA,7.2,57,760,NA,57.3,1.5,NA,14
2.637,0.636,6,41,773,NA,38.9,3,41.77712,16
NA,NA,5.8,39,768,NA,37.7,3.5,36.6265,16
NA,NA,6.2,41,781,NA,39.5,2.5,40.99333,16
NA,NA,5.6,34,771,NA,32.8,4.6,38.8659,14
NA,NA,5.6,39,775,NA,40.9,2.7,40.54545,14
NA,NA,6.2,39,775,NA,39.7,2.3,31.92376,14
2.583,0.583,6,44,773,NA,36.4,2.5,40.65742,14
2.683,0.609,6.3,61,774,NA,58.6,0.9,43.68061,16
2.597,0.593,6,37,773,NA,35.1,3.5,39.64969,14
2.751,0.636,6.5,71,777,NA,66.7,1.5,41.66515,15
NA,NA,5.8,43,774,NA,40.2,1.5,44.01652,15
NA,NA,6.4,33,774,NA,31.9,3.7,37.18635,14
2.664,0.554,5.9,37,776,NA,32.4,2.8,42.00106,14
NA,NA,2.9,93,578,0.04,62,1.1,198.42315,9
2.609,0.982,6.8,155,693,NA,207.2,0.27,134.0404,9
2.34,0.961,7.3,145,696,NA,195.8,0.5,134.48828,9
NA,NA,10.7,165,715,NA,196.4,0.15,168.7511,9
1.75,0.723,5.1,130,734,NA,148.8,0.3,115.22944,7
NA,NA,7.5,140,707,NA,181.2,0.3,108.06336,7
1.459,0.521,7.7,95,703,NA,130.8,0.25,81.86238,12
1.477,0.449,7.3,71,703,NA,91.3,0.12,71.11326,12
NA,NA,6.9,432,727,NA,297.1,0.2,153.85909,7
NA,NA,9.2,55,717,NA,61.2,0.1,133.70449,10
NA,NA,7.1,80,737,NA,103,0.2,87.68482,7
NA,NA,8.7,190,727,NA,216,0.1,214.32289,10
6.654,2.07,10.4,115,701,NA,115.8,0.1,300.8757,5
NA,NA,10.7,190,708,NA,194.8,0.1,257.31937,5
NA,NA,13.3,240,640,NA,202.4,0.1,437.25516,3
NA,NA,10.8,120,684,NA,143.8,0.05,254.18421,5
4.532,1.545,14.3,80,717,NA,102,0.1,283.63232,5
NA,NA,4.8,81,674,NA,73.1,0.5,129.5616,14
5.445,1.305,7.1,105,674,NA,126,0.14,182.74735,10
NA,NA,3.5,44,674,NA,44.7,2.4,77.71949,22
2.782,0.934,4.4,155,686,NA,165.6,0.4,152.62742,5
NA,NA,4.2,175,695,NA,149.8,0.05,228.54308,5
NA,NA,8.9,105,666,NA,83.2,0.1,108.84715,7
3.5,1.267,13.1,74,676,NA,71,0.1,161.80896,7
NA,NA,11.5,42,730,NA,52.8,0.53,92.38756,19
NA,NA,9.3,105,694,NA,105.1,0.15,117.2449,10
2.484,1.189,13,85,665,NA,172,0.07,86.67709,5
NA,NA,7.9,105,665,NA,91.7,0.25,97.98606,10
NA,NA,10.1,155,657,NA,164.4,0.18,133.92843,10
2.104,0.663,7.1,87,667,NA,79.3,0.66,121.61173,16
NA,NA,6.1,66,670,NA,63.4,2,125.30674,20
1.896,0.547,5.8,59,672,NA,59.7,2,119.37233,19
NA,NA,10.3,26,919,NA,20.6,0.13,48.88569,13
2.611,1.044,8.7,80,923,NA,118.5,0.15,81.62625,15
NA,NA,11.1,28,903,NA,31.4,0.15,63.92865,15
1.328,0.565,8.7,19,839,NA,25.8,0.1,19.57404,10
NA,NA,8.9,37,880,NA,40.6,0.05,20.56953,5
NA,NA,6.4,22,881,NA,21.7,0.05,14.04354,5
NA,NA,7.5,53,877,NA,62.1,0.03,20.45892,3
NA,NA,9.3,24,774,NA,24.7,0.14,42.24909,14
NA,NA,10.3,32,769,NA,35.9,0.19,43.79763,19
NA,NA,5.1,40,119,NA,38.3,0.48,25.98942,25
NA,NA,10.7,39,784,NA,41.4,0.8,35.94432,25
NA,NA,11.3,38,772,NA,40.6,0.21,33.95334,21
NA,NA,13.4,10,759,NA,17,0.08,31.51992,8
NA,NA,12.7,6,795,NA,7.7,0.18,27.9804,18
NA,NA,11.8,44,811,NA,47.8,0.18,58.61937,18
NA,NA,12.3,62,810,NA,96.3,0.08,71.78196,8
NA,NA,14.6,10,808,NA,11.4,0.21,22.78173,21
0.955,0.331,11.4,35,773,NA,31.1,0.07,28.42284,7
1.2,0.426,9.6,25,773,NA,29.9,0.43,27.09552,28
1.138,0.354,7.4,32,781,NA,22.8,0.43,36.38676,23
NA,NA,14.4,16,457,NA,22.2,0.12,33.95334,12
1.338,0.189,13.5,12,514,NA,20,0.05,14.48598,5
NA,NA,14.8,10,494,NA,16.5,0.14,62.93316,14
NA,NA,9.8,82,560,NA,146,0.3,10.39341,18
0.865,0.289,13.6,88,483,NA,155.9,0.07,41.80665,7
1.921,0.364,14.5,18,475,NA,16.7,0.05,18.35733,5
1.251,0.153,11.3,21,552,NA,16,0.14,36.71859,14
NA,NA,8.7,37,759,NA,44,0.3,25.98942,23
NA,NA,8.5,56,770,NA,69.9,0.45,26.43186,23
NA,NA,8.6,30,800,NA,37.4,2,23.22417,23
2.681,0.407,9.1,43,768,NA,52.8,0.44,21.67563,23
NA,NA,8.4,34,805,NA,42.6,2.5,26.76369,24
2.448,0.417,8.7,32,801,NA,35.4,4,23.22417,30
2.507,0.449,8.7,32,801,NA,33.8,4,25.21515,30
NA,NA,3.7,648,751,NA,437.6,0.45,47.11593,5
NA,NA,7.3,49,691,NA,50.1,0.35,33.40029,20
NA,NA,8.9,56,688,NA,42.5,0.07,31.85175,7
1.553,0.603,10.3,260,715,NA,198.5,0.05,70.67586,3
NA,NA,10.7,145,683,NA,187.6,0.07,67.24695,7
NA,NA,11.3,33,653,NA,35.6,0.06,38.93079,6
NA,NA,9.2,31,676,NA,32.2,0.05,26.54247,5
NA,NA,9.8,105,652,NA,114.1,0.05,45.78861,5
NA,NA,11.9,83,642,NA,98.2,0.05,40.92177,5
NA,NA,11.4,100,665,NA,110.9,0.05,38.26713,5
1.916,0.492,12.2,94,647,NA,122.5,0.05,48.9963,5
NA,NA,8.8,72,661,NA,65.8,0.17,50.54484,15
NA,NA,11.1,56,670,NA,60.9,0.14,46.23105,14
1.898,0.664,10.2,52,688,NA,44.3,0.19,28.86528,18
1.888,0.662,12.4,53,684,NA,50.1,0.25,49.43874,16
1.873,0.647,13,52,677,NA,48.3,0.13,45.12495,13
1.727,0.499,11.5,47,661,NA,44.9,0.08,36.16554,8
NA,NA,11.8,72,661,NA,62.1,0.07,37.05042,7
NA,NA,10.4,44,720,NA,41.7,0.13,38.26713,13
NA,NA,11.1,32,705,NA,36,0.13,36.38676,13
NA,NA,11.3,30,678,NA,30.7,0.15,35.50188,15
NA,NA,12.5,28,709,NA,29,0.11,36.27615,11
1.969,0.67,12.9,58,678,NA,56,0.08,55.30107,8
2.373,0.721,8,68,689,NA,79.8,0.02,61.05279,2
NA,NA,10.6,90,672,NA,96.7,0.03,68.57427,3
NA,NA,10.1,71,687,NA,73.6,0.03,67.8,3
NA,NA,7,76,536,0.04,74.3,2,79.08222,15
1.893,0.388,7,68,539,0.04,99.5,1.5,87.26736,10
NA,NA,7.5,79,524,NA,81.2,0.32,88.15224,14
NA,NA,7.9,150,532,0.04,202.6,0.45,83.72784,12
NA,NA,7.7,155,537,0.04,181.9,1.8,76.6488,12
NA,NA,7.7,432,531,0.06,518.4,0.3,84.3915,4
NA,NA,8.3,729,533,0.06,473.2,0.45,98.43897,3
1.993,0.504,8.1,165,537,NA,195.2,1,87.48858,3
2.018,0.482,8,150,539,NA,182.6,1.2,79.30344,3
1.87,0.518,8.1,160,533,NA,184.6,1.2,93.01908,4
NA,NA,9.7,88,865,NA,84.4,2.8,23.99844,16
3.455,0.504,9.2,92,867,NA,79.2,4.8,22.00746,16
NA,NA,9.2,74,870,NA,77.1,5.3,24.6621,21
NA,NA,9.2,58,870,NA,65,4.9,23.99844,17
NA,NA,9.2,64,871,NA,74.7,0.7,20.56953,25
NA,NA,9.3,58,872,NA,63.4,0.8,21.01197,25
NA,NA,9.3,52,873,NA,69.4,1.6,19.57404,23
3.63,0.442,7.7,27,887,NA,27.4,2.6,21.89685,25
NA,NA,9.1,56,870,NA,61.5,5.3,20.2377,26
3.058,0.439,9.3,44,867,NA,51,1.9,22.78173,26
3.078,0.476,9.1,61,870,NA,67.6,3.1,20.45892,26
NA,NA,9.1,61,868,NA,82.1,2,21.78624,21
NA,NA,8.7,60,873,NA,68.4,4.8,18.24672,28
3.095,0.484,8.8,69,874,NA,74.7,3.2,17.91489,28
NA,NA,8.6,85,873,NA,105.1,4.1,22.4499,21
NA,NA,8.8,72,867,NA,101.1,2.2,19.46343,23
NA,NA,8.6,75,870,NA,96.9,4.3,20.01648,20
NA,NA,8.6,96,866,NA,131.7,5.4,19.90587,20
NA,NA,7.7,93,728,NA,80.2,0.45,65.14536,16
NA,NA,8.2,70,868,NA,65.7,3.8,18.24672,26
NA,NA,8.2,74,868,NA,85.7,4.4,19.68465,18
NA,NA,8.3,80,868,NA,104.7,3.8,16.80879,26
NA,NA,8,60,867,0.43,45.7,3.1,16.25574,21
NA,NA,8.2,56,868,0.43,68.3,2.9,17.36184,21
3.205,0.48,8.1,49,866,0.31,50,2.8,15.59208,26
3.211,0.496,8.1,56,866,0.31,65.2,2.4,16.36635,26
NA,NA,8,45,862,0.28,46.6,2.8,16.47696,23
NA,NA,7.9,45,858,0.21,66.9,2.2,14.92842,25
3.171,0.465,7.8,33,859,0.21,36.5,2.7,17.14062,23
3.024,0.512,7.8,59,854,NA,61.5,2.3,17.80428,20
2.934,0.482,8.1,61,858,NA,62.2,3.4,18.24672,21
2.995,0.458,8,41,865,NA,42.9,4.3,16.25574,21
NA,NA,8.1,41,865,NA,64.9,4.7,14.81781,21
NA,NA,7.6,41,856,NA,66.3,4.7,16.69818,23
2.971,0.461,7.7,49,864,NA,56.3,4.3,16.03452,23
NA,NA,7.8,85,863,NA,103.8,3.6,17.47245,22
NA,NA,8,73,871,NA,86.1,4.1,17.80428,23
NA,NA,7.9,100,871,NA,119.6,4.2,18.24672,20
NA,NA,8.3,95,872,NA,143.2,4.5,16.14513,20
NA,NA,8,33,871,NA,91.3,4.5,19.35282,20
3.037,0.524,8.2,97,874,NA,100.7,3.7,18.79977,23
NA,NA,8.1,57,866,NA,65.7,3.9,17.36184,22
3.021,0.465,8.2,65,868,0.39,75.2,1.4,15.8133,22
2.938,0.488,8.1,77,869,NA,88.5,4.4,14.81781,22
1.254,0.379,10.8,50,812,0.02,50.7,0.7,71.00769,17
NA,NA,13.6,47,811,0.02,55.3,0.7,86.6037,17
NA,NA,12.8,46,811,0.02,57.7,0.7,83.39601,16
NA,NA,9.4,70,812,0.03,74.1,0.48,78.63978,13
NA,NA,9.8,69,812,0.02,79.7,0.45,67.46817,13
NA,NA,8,70,870,NA,83,4.3,17.36184,17
2.921,0.48,8.1,56,871,NA,66.4,4.5,16.9194,17
2.919,0.475,8.1,68,870,NA,82.4,1.3,17.80428,17
NA,NA,11.2,15,1053,NA,25.5,0.9,60.72096,53
NA,NA,10.1,56,1006,NA,67.1,0.8,18.0255,22
NA,NA,8,44,873,NA,52.7,3.4,16.36635,22
NA,NA,7.9,55,868,NA,62.1,4.1,14.92842,23
NA,NA,8.7,44,864,0,46.3,1.4,23.22417,21
2.235,0.375,9,44,833,0,48.4,1.8,37.16103,21
NA,NA,10.7,37,779,0,38.3,1.3,59.61486,21
1.988,0.35,10.8,97,779,0,150.3,0.47,54.19497,21
NA,NA,9.4,77,766,0,103.2,0.43,51.98277,16
1.184,0.286,9.3,47,736,0,41.9,0.8,51.2085,17
NA,NA,8.6,49,739,0,46.2,0.42,56.07534,16
NA,NA,12.6,43,678,0.29,23.6,7.5,2.0307,32
NA,NA,13.1,43,697,0.29,23.5,5.3,NA,27
NA,NA,11.8,44,679,0.3,24.2,6.3,1.7472,30
6.087,0.25,11.9,43,699,0.3,22.9,3.8,2.0307,30
NA,NA,12.1,44,700,0.3,23.4,3.5,2.0307,32
NA,NA,11.2,43,668,0.01,16.5,3.25,2.0307,35
NA,NA,11.4,44,660,0.01,17.9,3.15,1.88895,35
5.797,0.25,11.1,43,659,0.01,18.8,3.26,2.0307,35
5.032,0.262,12,43,709,NA,25.5,8.2,2.0307,28
NA,NA,12.5,43,705,NA,22.5,5.7,2.0307,31
5.824,0.252,12.1,41,708,NA,25.1,5.3,2.17245,35
NA,NA,11.1,42,657,0.18,22,1.9,1.60545,31
NA,NA,11.9,43,705,0.56,27,5.9,2.0307,33
6.05,0.266,11.6,43,703,0.55,23.4,5.2,2.0307,35
5.89,0.249,12.1,43,703,0.55,23.7,4.6,1.7472,35
4.819,0.256,12,54,704,0.5,25.9,5.2,2.3142,29
5.826,0.272,11.7,43,704,0.5,26.7,5.3,2.3142,29
NA,NA,11.7,42,704,0.5,26,5.3,2.0307,29
6.068,0.266,11.7,42,699,0.5,24.4,5.3,2.3142,30
NA,NA,12.2,42,690,0.51,24.9,4.4,1.88895,31
NA,NA,11.4,45,686,0.49,21.9,3.4,1.88895,30
NA,NA,13.7,41,694,0.5,23,5.3,1.88895,31
NA,NA,11.6,42,694,0.5,22.8,4.5,1.88895,31
NA,NA,12.1,41,693,0.5,22.3,5.7,2.0307,32
NA,NA,12.2,41,694,0.5,24.6,5.4,2.0307,32
NA,NA,11.6,41,715,NA,27.4,4.6,2.5977,29
NA,NA,12.2,42,716,NA,28.2,5.2,NA,29
NA,NA,12.2,42,716,NA,29.8,5.7,2.3142,34
NA,NA,14.8,43,714,NA,26.9,5.4,1.4637,29
NA,NA,13.9,41,719,NA,25.6,5.7,2.17245,29
NA,NA,11.8,38,714,NA,24.9,6.4,2.3142,31
6.066,0.261,12.6,48,735,NA,39.9,6.38,2.3142,30
6.189,0.262,12.8,41,735,NA,42.5,7.5,2.3142,29
NA,NA,12.5,46,709,NA,29.3,5.3,3.30645,32
NA,NA,11.8,34,689,NA,23.5,2.3,2.5977,37
7.332,0.45,11.9,25,686,NA,21,5.2,2.0307,47
NA,NA,12.3,34,695,NA,27.9,4.2,2.3142,40
3.887,0.259,12.6,46,733,NA,35.6,5.87,2.45595,33
6.369,0.38,12,35,699,NA,28.8,3,2.45595,38
NA,NA,12.3,52,716,NA,46.8,6.2,2.5977,40
NA,NA,12.5,51,728,NA,41,6.5,2.17245,31
NA,NA,10.8,31,669,0.01,14.4,3.63,2.73945,43
NA,NA,11.6,47,714,NA,32.7,7.8,2.0307,31
NA,NA,12,43,705,NA,29.8,7.3,1.60545,30
NA,NA,13.1,26,859,NA,28.8,7.6,NA,46
NA,NA,9.8,28,627,NA,8.5,2.5,1.60545,45
NA,NA,12.7,23,839,NA,20.8,2.9,4.5822,45
NA,NA,12.9,45,921,NA,35.9,7.7,4.5822,43
5.396,0.316,12.7,30,906,NA,37.7,7.2,4.0152,46
5.848,0.306,13.9,26,931,NA,26.5,7,3.7317,45
NA,NA,12.9,25,919,NA,26.1,8.3,4.15695,42
NA,NA,12.4,24,913,NA,24.9,4.9,4.2987,44
NA,NA,12.4,27,913,NA,26.1,6.8,4.44045,44
5.697,0.3,12.5,29,903,NA,26.3,6.2,4.44045,45
5.947,0.33,12.6,45,802,NA,49.6,4.6,3.87345,35
5.93,0.313,12.4,29,880,NA,28.7,6.9,4.15695,36
NA,NA,12.5,33,874,NA,31.6,7.4,4.0152,39
NA,NA,11.7,25,840,NA,22.9,3.6,4.44045,40
NA,NA,12.9,115,767,NA,124.9,8,5.29095,21
NA,NA,12.9,145,753,NA,140.7,9,5.85795,19
5.474,0.437,12.8,115,781,NA,103.5,7.8,5.4327,19
NA,NA,12.7,81,778,NA,69,5,4.5822,26
NA,NA,12.6,54,781,0.08,47.9,2.8,3.7317,31
5.798,0.405,12.7,50,787,0.08,49.2,2.8,4.15695,31
NA,NA,12.7,52,798,0.06,27.4,3,4.2987,35
NA,NA,12.2,41,765,0.8,31.6,3,4.5822,31
NA,NA,7,28,589,0.01,13.4,2.9,7.4172,47
NA,NA,9.7,34,646,0.01,19.7,2.9,8.2677,46
